provider,player,position,team,bye,adp,high,low,stdev,sample_size,player_url
ffc,Amon-Ra St. Brown,WR,DET,6,15.5,5,32,4.5,967,
ffc,Jalen Hurts,QB,PHI,10,16.4,7,29,3.4,366,
ffc,Matthew Stafford,QB,LAR,11,17.2,9,30,2.9,327,
ffc,James Cook III,RB,BUF,7,17.2,5,30,4.7,1135,
ffc,Brock Purdy,QB,SF,8,18.5,9,30,4.3,124,
ffc,Trevor Lawrence,QB,JAX,7,18.5,4,37,5.3,297,
ffc,Patrick Mahomes,QB,KC,5,21.9,8,42,5.1,277,
ffc,Caleb Williams,QB,CHI,10,22.2,7,45,5.5,501,
ffc,De'Von Achane,RB,MIA,6,22.5,9,35,4.8,508,
ffc,Jared Goff,QB,DET,6,24.5,12,49,5.2,293,
ffc,Justin Herbert,QB,LAC,7,24.9,11,45,5.1,591,
ffc,Drake London,WR,ATL,11,25.0,12,36,4.9,171,
ffc,Saquon Barkley,RB,PHI,10,26.0,12,40,5.1,1281,
ffc,CeeDee Lamb,WR,DAL,14,26.0,11,43,5.6,1125,
ffc,Jaxson Dart,QB,NYG,8,28.4,16,58,7.6,188,
ffc,Ashton Jeanty,RB,LV,13,28.9,12,47,6.3,1043,
ffc,Justin Jefferson,WR,MIN,6,29.2,11,46,6.8,1178,
ffc,Bo Nix,QB,DEN,10,31.1,19,56,6.8,337,
ffc,Chase Brown,RB,CIN,6,32.9,15,53,6.7,1184,
ffc,George Pickens,WR,DAL,14,33.2,19,44,5.2,233,
ffc,Rashee Rice,WR,KC,5,34.1,14,59,10.9,236,
ffc,Josh Jacobs,RB,GB,11,34.2,18,49,6.2,189,
ffc,A.J. Brown,WR,NE,11,34.5,21,43,4.9,563,
ffc,Nico Collins,WR,HOU,8,37.2,25,48,4.3,311,
ffc,Omarion Hampton,RB,LAC,7,38.2,21,54,6.3,1127,
ffc,Baker Mayfield,QB,TB,10,40.3,23,72,8.3,597,
ffc,Kenneth Walker,RB,KC,5,40.8,20,58,7.8,1008,
ffc,Kyren Williams,RB,LAR,11,41.9,28,54,5.0,429,
ffc,Zay Flowers,WR,BAL,13,42.3,33,55,3.8,109,
ffc,Chris Olave,WR,NO,8,42.6,26,58,6.2,337,
ffc,Breece Hall,RB,NYJ,13,47.3,33,65,5.3,207,
ffc,Tyler Shough,QB,NO,8,47.4,25,76,8.6,679,
ffc,Javonte Williams,RB,DAL,14,47.8,34,58,5.0,394,
ffc,Jeremiyah Love,RB,ARI,14,48.8,32,65,6.3,429,
ffc,Emeka Egbuka,WR,TB,10,50.9,33,73,6.8,754,
ffc,Tee Higgins,WR,CIN,6,51.0,37,65,5.4,269,
ffc,Malik Nabers,WR,NYG,8,51.6,22,96,11.2,882,
ffc,Cam Skattebo,RB,NYG,8,52.4,38,70,5.4,444,
ffc,Davante Adams,WR,LAR,11,52.7,38,66,5.8,212,
ffc,Tetairoa McMillan,WR,CAR,5,53.3,38,68,5.8,336,
ffc,Jameson Williams,WR,DET,6,54.0,41,69,6.4,85,
ffc,Kyler Murray,QB,MIN,6,54.1,26,80,10.8,1000,
ffc,Sam Darnold,QB,SEA,11,55.3,27,80,10.6,774,
ffc,Jordan Love,QB,GB,11,56.1,26,84,11.4,1085,
ffc,DeVonta Smith,WR,PHI,10,56.3,42,70,5.4,667,
ffc,Garrett Wilson,WR,NYJ,13,59.6,49,74,5.2,318,
ffc,Travis Etienne Jr.,RB,NO,8,59.8,45,76,6.5,291,
ffc,D'Andre Swift,RB,CHI,10,60.1,42,82,6.7,392,
ffc,Rome Odunze,WR,CHI,10,60.3,44,85,5.9,225,
ffc,Brock Bowers,TE,LV,13,62.0,23,89,14.7,1408,
ffc,Terry McLaurin,WR,WAS,7,63.6,47,78,6.2,279,
ffc,Bucky Irving,RB,TB,10,64.7,48,85,6.1,322,
ffc,Trey McBride,TE,ARI,14,65.7,32,96,12.8,839,
ffc,Quinshon Judkins,RB,CLE,11,65.8,48,82,6.8,395,
ffc,Ladd McConkey,WR,LAC,7,67.2,49,89,7.0,835,
ffc,Bhayshul Tuten,RB,JAX,7,67.3,46,87,7.9,397,
ffc,Alec Pierce,WR,IND,13,68.5,56,85,6.9,65,
ffc,C.J. Stroud,QB,HOU,8,69.7,42,96,10.5,611,
ffc,Daniel Jones,QB,IND,13,71.3,39,93,12.3,599,
ffc,DJ Moore,WR,BUF,7,72.6,46,102,9.9,693,
ffc,Jaylen Waddle,WR,DEN,10,73.2,53,92,7.4,771,
ffc,David Montgomery,RB,HOU,8,73.6,53,96,7.8,566,
ffc,TreVeyon Henderson,RB,NE,11,74.4,56,89,7.0,290,
ffc,Christian Watson,WR,GB,11,76.6,55,100,8.0,397,
ffc,Mike Evans,WR,SF,8,76.7,54,98,8.6,522,
ffc,Luther Burden III,WR,CHI,10,78.6,57,99,8.4,541,
ffc,Malik Willis,QB,MIA,6,79.2,52,103,10.3,569,
ffc,Courtland Sutton,WR,DEN,10,79.9,58,99,8.5,235,
ffc,DK Metcalf,WR,PIT,9,81.8,62,98,7.5,312,
ffc,Colston Loveland,TE,CHI,10,82.1,54,103,10.6,452,
ffc,Tony Pollard,RB,TEN,9,82.3,64,98,6.9,91,
ffc,Marvin Harrison Jr.,WR,ARI,14,84.7,66,100,7.2,506,
ffc,Jadarian Price,RB,SEA,11,86.2,53,121,12.4,833,
ffc,Parker Washington,WR,JAX,7,87.5,69,111,6.9,499,
ffc,Bryce Young,QB,CAR,5,88.9,69,114,7.6,511,
ffc,Tyler Warren,TE,IND,13,89.4,66,111,9.0,679,
ffc,Brian Thomas Jr.,WR,JAX,7,89.7,73,105,6.2,421,
ffc,Rhamondre Stevenson,RB,NE,11,90.9,68,120,8.6,261,
ffc,Rico Dowdle,RB,PIT,9,91.2,66,116,9.4,155,
ffc,Carnell Tate,WR,TEN,9,91.6,72,107,7.5,402,
ffc,Quentin Johnston,WR,LAC,7,95.9,72,137,8.8,290,
ffc,J.K. Dobbins,RB,DEN,10,96.4,70,121,9.8,512,
ffc,Jaylen Warren,RB,PIT,9,96.4,66,118,11.4,208,
ffc,Chuba Hubbard,RB,CAR,5,96.7,71,118,9.6,343,
ffc,Cam Ward,QB,TEN,9,97.5,66,150,12.1,808,
ffc,Jordan Addison,WR,MIN,6,100.7,81,118,7.5,197,
ffc,Jakobi Meyers,WR,JAX,7,102.0,75,135,10.0,167,
ffc,Michael Wilson,WR,ARI,14,102.1,75,138,10.3,398,
ffc,Tucker Kraft,TE,GB,11,102.1,71,156,12.9,349,
ffc,Jayden Reed,WR,GB,11,104.5,84,123,7.9,251,
ffc,Chris Godwin Jr.,WR,TB,10,104.7,79,129,9.6,437,
ffc,Jordyn Tyson,WR,NO,8,105.2,76,152,12.5,297,
ffc,Xavier Worthy,WR,KC,5,106.6,87,126,7.3,265,
ffc,Harold Fannin Jr.,TE,CLE,11,108.1,77,150,11.9,87,
ffc,Jacoby Brissett,QB,ARI,14,108.1,69,150,14.9,459,
ffc,Denver Defense,DEF,DEN,10,108.5,83,128,9.8,208,
ffc,Michael Pittman Jr.,WR,PIT,9,109.5,85,149,9.1,375,
ffc,Kyle Pitts Sr.,TE,ATL,11,109.9,82,150,11.8,169,
ffc,Jacory Croskey-Merritt,RB,WAS,7,110.4,80,150,12.3,486,
ffc,Sam LaPorta,TE,DET,6,111.5,71,150,15.5,343,
ffc,Seattle Defense,DEF,SEA,11,111.5,81,133,13.3,173,
ffc,Aaron Rodgers,QB,PIT,9,112.4,72,150,15.5,563,
ffc,Kyle Monangai,RB,CHI,10,113.0,81,150,13.3,482,
ffc,RJ Harvey,RB,DEN,10,114.6,69,169,17.3,396,
ffc,Deebo Samuel Sr.,WR,SF,8,115.7,77,169,14.6,240,
ffc,Dallas Goedert,TE,PHI,10,116.5,75,164,18.8,93,
ffc,Makai Lemon,WR,PHI,10,116.5,81,150,13.6,536,
ffc,Geno Smith,QB,NYJ,13,117.7,69,173,18.5,285,
ffc,Stefon Diggs,WR,WAS,7,118.0,82,150,13.6,342,
ffc,Houston Defense,DEF,HOU,8,118.9,92,150,10.3,708,
ffc,Ricky Pearsall,WR,SF,8,120.4,86,150,13.0,87,
ffc,Aaron Jones Sr.,RB,MIN,6,120.5,87,150,14.6,237,
ffc,Blake Corum,RB,LAR,11,122.9,84,150,14.7,642,
ffc,Romeo Doubs,WR,NE,11,123.3,97,150,10.7,149,
ffc,Chimere Dike,WR,TEN,9,123.7,87,179,33.3,19,
ffc,Josh Downs,WR,IND,13,123.9,89,150,15.0,447,
ffc,Jordan Mason,RB,MIN,6,124.4,84,169,15.5,492,
ffc,Wan'Dale Robinson,WR,TEN,9,124.6,92,150,12.4,347,
ffc,Matthew Golden,WR,GB,11,125.6,89,150,13.8,474,
ffc,Mark Andrews,TE,BAL,13,126.1,99,177,15.3,142,
ffc,Jonathon Brooks,RB,CAR,5,127.2,76,176,19.6,753,
ffc,Rachaad White,RB,WAS,7,127.7,84,168,16.6,220,
ffc,Brandon Aubrey,PK,DAL,14,127.9,93,159,13.3,1021,
ffc,George Kittle,TE,SF,8,128.8,85,180,16.8,230,
ffc,Fernando Mendoza,QB,LV,13,129.4,74,177,21.2,400,
ffc,Rashid Shaheed,WR,SEA,11,129.8,88,150,15.7,208,
ffc,Minnesota Defense,DEF,MIN,6,130.8,108,163,8.8,99,
ffc,LA Rams Defense,DEF,LAR,11,130.8,100,172,11.8,600,
ffc,Kenyon Sadiq,TE,NYJ,13,131.1,67,165,32.8,7,
ffc,Kenny Gainwell,RB,TB,10,131.6,84,169,18.2,253,
ffc,Jonah Coleman,RB,DEN,10,131.8,98,178,26.0,22,
ffc,Jason Myers,PK,SEA,11,132.8,111,161,8.0,197,
ffc,AJ Barner,TE,SEA,11,133.8,114,169,17.5,8,
ffc,Oronde Gadsden,TE,LAC,7,135.0,101,147,14.1,10,
ffc,KC Concepcion,WR,CLE,11,135.0,100,171,13.2,254,
ffc,Jayden Higgins,WR,HOU,8,135.0,103,166,12.1,195,
ffc,Shedeur Sanders,QB,CLE,11,135.4,60,174,28.8,28,
ffc,Khalil Shakir,WR,BUF,7,135.5,111,150,9.4,234,
ffc,Tua Tagovailoa,QB,ATL,11,135.6,95,180,20.5,164,
ffc,Deshaun Watson,QB,CLE,11,135.8,62,180,28.2,38,
ffc,Jalen Coker,WR,CAR,5,137.4,108,154,11.1,65,
ffc,Ka'imi Fairbairn,PK,HOU,8,137.5,122,161,6.5,197,
ffc,Travis Kelce,TE,KC,5,137.6,94,176,16.7,206,
ffc,Calvin Ridley,WR,TEN,9,137.6,105,174,12.6,91,
ffc,Detroit Defense,DEF,DET,6,137.9,118,167,8.5,51,
ffc,Brenton Strange,TE,JAX,7,138.1,119,176,16.6,9,
ffc,Tre Tucker,WR,LV,13,138.2,105,153,12.5,71,
ffc,New England Defense,DEF,NE,11,138.4,121,167,8.7,188,
ffc,Zach Charbonnet,RB,SEA,11,138.5,85,179,20.3,263,
ffc,Cameron Dicker,PK,LAC,7,139.3,116,166,8.9,212,
ffc,Philadelphia Defense,DEF,PHI,10,139.8,112,180,10.5,190,
ffc,Tyjae Spears,RB,TEN,9,140.4,95,177,24.3,10,
ffc,De'Zhaun Stribling,WR,SF,8,140.7,93,178,18.2,125,
ffc,Pittsburgh Defense,DEF,PIT,9,141.5,99,180,16.1,144,
ffc,Kirk Cousins,QB,LV,13,141.9,97,180,21.1,84,
ffc,Jake Ferguson,TE,DAL,14,142.5,107,180,21.1,46,
ffc,Isaiah Likely,TE,NYG,8,142.7,102,178,15.5,240,
ffc,Dalton Kincaid,TE,BUF,7,142.8,94,180,18.4,71,
ffc,Harrison Mevis,PK,LAR,11,143.1,131,169,8.0,84,
ffc,Carson Beck,QB,ARI,14,143.2,123,150,7.7,31,
ffc,Michael Penix Jr.,QB,ATL,11,143.6,112,179,18.0,19,
ffc,Theo Wease Jr.,WR,MIA,6,143.7,121,171,11.2,66,
ffc,Andy Borregales,PK,NE,11,144.3,143,149,2.3,6,
ffc,John Metchie III,WR,CAR,5,144.7,131,150,5.2,21,
ffc,LA Chargers Defense,DEF,LAC,7,144.8,114,180,11.9,163,
ffc,Jake Bates,PK,DET,6,145.5,132,170,8.0,108,
ffc,Dontayvion Wicks,WR,PHI,10,145.6,123,169,21.3,5,
ffc,Brian Robinson,RB,ATL,11,145.9,121,166,16.9,8,
ffc,Chris Boswell,PK,PIT,9,146.3,136,176,10.1,22,
ffc,Isiah Pacheco,RB,DET,6,146.7,98,178,18.4,65,
ffc,Ja'Kobi Lane,WR,BAL,13,146.8,130,168,10.9,9,
ffc,Hunter Henry,TE,NE,11,147.2,118,178,17.4,21,
ffc,Juwan Johnson,TE,NO,8,147.8,120,169,22.4,6,
ffc,Jerry Jeudy,WR,CLE,11,147.9,121,177,13.4,63,
ffc,Keaton Mitchell,RB,LAC,7,148.2,79,180,26.5,18,
ffc,Chig Okonkwo,TE,WAS,7,148.2,97,176,25.3,9,
ffc,Tyler Allgeier,RB,ARI,14,148.7,115,180,22.3,45,
ffc,Green Bay Defense,DEF,GB,11,148.8,116,175,26.6,5,
ffc,Jalen McMillan,WR,TB,10,149.4,118,175,13.3,69,
ffc,Rashod Bateman,WR,BAL,13,149.6,106,172,16.4,31,
ffc,Jacksonville Defense,DEF,JAX,7,150.2,116,180,15.5,68,
ffc,Tennessee Defense,DEF,TEN,9,150.4,117,174,16.0,18,
ffc,Atlanta Defense,DEF,ATL,11,150.7,127,180,16.4,15,
ffc,Chase McLaughlin,PK,TB,10,150.8,139,180,10.9,69,
ffc,Cam Little,PK,JAX,7,151.0,127,180,12.6,156,
ffc,Tyler Loop,PK,BAL,13,151.3,136,178,11.1,50,
ffc,Alvin Kamara,RB,NO,8,151.5,100,179,19.6,65,
ffc,Nick Folk,PK,ATL,11,152.0,143,179,12.7,9,
ffc,Eddy Piñeiro,PK,SF,8,152.1,137,180,11.5,51,
ffc,Travis Hunter,WR,JAX,7,153.3,98,174,21.0,20,
ffc,Ryan Flournoy,WR,DAL,14,153.4,134,161,11.1,5,
ffc,Cairo Santos,PK,CHI,10,153.4,136,180,12.2,57,
ffc,Jalen Nailor,WR,LV,13,153.9,113,179,15.5,82,
ffc,Baltimore Defense,DEF,BAL,13,154.0,129,180,14.6,70,
ffc,Woody Marks,RB,HOU,8,154.4,108,178,17.7,46,
ffc,Blake Grupe,PK,IND,13,155.5,142,172,14.1,11,
ffc,Evan McPherson,PK,CIN,6,155.9,137,178,14.8,18,
ffc,Will Reichard,PK,MIN,6,156.3,138,179,15.3,27,
ffc,Isaac TeSlaa,WR,DET,6,156.3,124,177,15.5,14,
ffc,Jauan Jennings,WR,MIN,6,157.4,125,175,12.4,50,
ffc,Denzel Boston,WR,CLE,11,157.9,118,179,15.2,88,
ffc,Harrison Butker,PK,KC,5,158.6,134,177,12.9,58,
ffc,Chris Rodriguez Jr.,RB,JAX,7,158.9,124,179,14.2,28,
ffc,Buffalo Defense,DEF,BUF,7,159.5,136,180,13.2,79,
ffc,Tyler Bass,PK,BUF,7,159.5,120,178,20.4,8,
ffc,Omar Cooper Jr.,WR,NYJ,13,159.6,134,180,15.4,19,
ffc,Mike Washington Jr.,RB,LV,13,160.4,133,175,17.3,5,
ffc,Tyrone Tracy Jr.,RB,NYG,8,160.4,111,180,19.1,30,
ffc,Tank Dell,WR,HOU,8,160.8,128,180,12.5,60,
ffc,Cooper Kupp,WR,SEA,11,161.0,128,180,13.1,47,
ffc,Antonio Williams,WR,WAS,7,161.2,120,180,18.6,25,
ffc,Wil Lutz,PK,DEN,10,162.4,144,175,12.2,21,
ffc,Cleveland Defense,DEF,CLE,11,163.2,148,180,11.6,5,
ffc,Dalton Schultz,TE,HOU,8,166.0,145,172,10.5,6,
ffc,Germie Bernard,WR,PIT,9,166.8,150,180,10.6,8,
ffc,Adonai Mitchell,WR,NYJ,13,167.4,145,179,8.4,26,
ffc,MarShawn Lloyd,RB,GB,11,167.4,141,179,15.9,10,
ffc,Malik Washington,WR,MIA,6,167.8,137,180,12.9,32,
ffc,Kaytron Allen,RB,WAS,7,168.6,166,170,1.9,5,
ffc,Tank Bigsby,RB,PHI,10,169.5,139,180,11.7,35,
ffc,Kayshon Boutte,WR,NE,11,171.0,133,179,15.7,8,
fantasypros,Josh Allen,QB,BUF,7,1.0,1.0,3.0,0.4,,https://www.fantasypros.com/nfl/players/josh-allen-qb.php
fantasypros,Lamar Jackson,QB,BAL,13,3.0,2.0,6.0,0.96,,https://www.fantasypros.com/nfl/players/lamar-jackson.php
fantasypros,Drake Maye,QB,NE,11,4.0,1.0,12.0,2.02,,https://www.fantasypros.com/nfl/players/drake-maye.php
fantasypros,Joe Burrow,QB,CIN,6,5.0,2.0,16.0,2.19,,https://www.fantasypros.com/nfl/players/joe-burrow.php
fantasypros,Jahmyr Gibbs,RB,DET,6,5.0,1.0,14.0,2.86,,https://www.fantasypros.com/nfl/players/jahmyr-gibbs.php
fantasypros,Jayden Daniels,QB,WAS,7,6.0,2.0,13.0,2.03,,https://www.fantasypros.com/nfl/players/jayden-daniels.php
fantasypros,Jalen Hurts,QB,PHI,10,7.0,3.0,20.0,2.75,,https://www.fantasypros.com/nfl/players/jalen-hurts.php
fantasypros,Bijan Robinson,RB,ATL,11,8.0,1.0,17.0,3.7,,https://www.fantasypros.com/nfl/players/bijan-robinson.php
fantasypros,Ja'Marr Chase,WR,CIN,6,11.0,2.0,17.0,3.13,,https://www.fantasypros.com/nfl/players/jamarr-chase.php
fantasypros,Caleb Williams,QB,CHI,10,12.0,3.0,43.0,6.01,,https://www.fantasypros.com/nfl/players/caleb-williams.php
fantasypros,Puka Nacua,WR,LAR,11,14.0,9.0,21.0,2.4,,https://www.fantasypros.com/nfl/players/puka-nacua.php
fantasypros,Justin Herbert,QB,LAC,7,14.0,5.0,52.0,7.01,,https://www.fantasypros.com/nfl/players/justin-herbert.php
fantasypros,Jonathan Taylor,RB,IND,13,15.0,2.0,26.0,4.59,,https://www.fantasypros.com/nfl/players/jonathan-taylor.php
fantasypros,Trevor Lawrence,QB,JAC,7,15.0,6.0,31.0,5.37,,https://www.fantasypros.com/nfl/players/trevor-lawrence.php
fantasypros,Christian McCaffrey,RB,SF,8,16.0,3.0,26.0,5.55,,https://www.fantasypros.com/nfl/players/christian-mccaffrey.php
fantasypros,Jaxon Smith-Njigba,WR,SEA,11,16.0,10.0,23.0,2.76,,https://www.fantasypros.com/nfl/players/jaxon-smith-njigba.php
fantasypros,Jaxson Dart,QB,NYG,8,16.0,9.0,29.0,6.15,,https://www.fantasypros.com/nfl/players/jaxson-dart.php
fantasypros,Dak Prescott,QB,DAL,14,17.0,8.0,43.0,7.02,,https://www.fantasypros.com/nfl/players/dak-prescott.php
fantasypros,James Cook III,RB,BUF,7,19.0,9.0,32.0,4.75,,https://www.fantasypros.com/nfl/players/james-cook.php
fantasypros,Amon-Ra St. Brown,WR,DET,6,19.0,11.0,24.0,3.02,,https://www.fantasypros.com/nfl/players/amonra-stbrown.php
fantasypros,CeeDee Lamb,WR,DAL,14,24.0,17.0,34.0,3.64,,https://www.fantasypros.com/nfl/players/ceedee-lamb.php
fantasypros,Justin Jefferson,WR,MIN,6,24.0,16.0,30.0,2.66,,https://www.fantasypros.com/nfl/players/justin-jefferson.php
fantasypros,Ashton Jeanty,RB,LV,13,25.0,11.0,39.0,6.86,,https://www.fantasypros.com/nfl/players/ashton-jeanty.php
fantasypros,Patrick Mahomes II,QB,KC,5,27.0,9.0,57.0,9.81,,https://www.fantasypros.com/nfl/players/patrick-mahomes.php
fantasypros,Derrick Henry,RB,BAL,13,27.0,15.0,49.0,7.77,,https://www.fantasypros.com/nfl/players/derrick-henry.php
fantasypros,Brock Purdy,QB,SF,8,27.0,9.0,49.0,7.4,,https://www.fantasypros.com/nfl/players/brock-purdy.php
fantasypros,Saquon Barkley,RB,PHI,10,30.0,21.0,43.0,5.07,,https://www.fantasypros.com/nfl/players/saquon-barkley.php
fantasypros,A.J. Brown,WR,NE,11,30.0,22.0,46.0,5.34,,https://www.fantasypros.com/nfl/players/aj-brown.php
fantasypros,Drake London,WR,ATL,11,31.0,21.0,41.0,4.98,,https://www.fantasypros.com/nfl/players/drake-london.php
fantasypros,Bo Nix,QB,DEN,10,31.0,16.0,49.0,7.27,,https://www.fantasypros.com/nfl/players/bo-nix.php
fantasypros,De'Von Achane,RB,MIA,6,31.0,12.0,46.0,9.39,,https://www.fantasypros.com/nfl/players/devon-achane.php
fantasypros,Chase Brown,RB,CIN,6,31.0,17.0,45.0,7.1,,https://www.fantasypros.com/nfl/players/chase-brown.php
fantasypros,Omarion Hampton,RB,LAC,7,33.0,17.0,46.0,7.16,,https://www.fantasypros.com/nfl/players/omarion-hampton.php
fantasypros,Matthew Stafford,QB,LAR,11,34.0,9.0,53.0,11.53,,https://www.fantasypros.com/nfl/players/matthew-stafford.php
fantasypros,Nico Collins,WR,HOU,8,35.0,27.0,50.0,4.66,,https://www.fantasypros.com/nfl/players/nico-collins.php
fantasypros,Jared Goff,QB,DET,6,36.0,10.0,70.0,14.39,,https://www.fantasypros.com/nfl/players/jared-goff.php
fantasypros,Kenneth Walker III,RB,KC,5,36.0,22.0,48.0,5.43,,https://www.fantasypros.com/nfl/players/kenneth-walker-rb.php
fantasypros,George Pickens,WR,DAL,14,37.0,27.0,46.0,5.22,,https://www.fantasypros.com/nfl/players/george-pickens.php
fantasypros,Brock Bowers,TE,LV,13,39.0,29.0,63.0,7.53,,https://www.fantasypros.com/nfl/players/brock-bowers.php
fantasypros,Kyren Williams,RB,LAR,11,40.0,23.0,56.0,7.35,,https://www.fantasypros.com/nfl/players/kyren-williams.php
fantasypros,Trey McBride,TE,ARI,14,42.0,31.0,63.0,7.66,,https://www.fantasypros.com/nfl/players/trey-mcbride.php
fantasypros,Malik Nabers,WR,NYG,8,42.0,29.0,57.0,7.18,,https://www.fantasypros.com/nfl/players/malik-nabers.php
fantasypros,Chris Olave,WR,NO,8,43.0,29.0,56.0,5.06,,https://www.fantasypros.com/nfl/players/chris-olave.php
fantasypros,Josh Jacobs,RB,GB,11,44.0,18.0,62.0,8.28,,https://www.fantasypros.com/nfl/players/josh-jacobs.php
fantasypros,Rashee Rice,WR,KC,5,45.0,22.0,55.0,6.76,,https://www.fantasypros.com/nfl/players/rashee-rice.php
fantasypros,Javonte Williams,RB,DAL,14,46.0,34.0,63.0,6.55,,https://www.fantasypros.com/nfl/players/javonte-williams.php
fantasypros,Jeremiyah Love,RB,ARI,14,48.0,20.0,69.0,10.42,,https://www.fantasypros.com/nfl/players/jeremiyah-love.php
fantasypros,Breece Hall,RB,NYJ,13,51.0,27.0,70.0,9.22,,https://www.fantasypros.com/nfl/players/breece-hall.php
fantasypros,Zay Flowers,WR,BAL,13,52.0,39.0,67.0,6.32,,https://www.fantasypros.com/nfl/players/zay-flowers.php
fantasypros,DeVonta Smith,WR,PHI,10,53.0,35.0,72.0,8.74,,https://www.fantasypros.com/nfl/players/devonta-smith.php
fantasypros,Tee Higgins,WR,CIN,6,53.0,37.0,83.0,7.43,,https://www.fantasypros.com/nfl/players/tee-higgins.php
fantasypros,Tetairoa McMillan,WR,CAR,5,54.0,37.0,69.0,6.62,,https://www.fantasypros.com/nfl/players/tetairoa-mcmillan.php
fantasypros,Emeka Egbuka,WR,TB,10,55.0,31.0,74.0,8.96,,https://www.fantasypros.com/nfl/players/emeka-egbuka.php
fantasypros,Kyler Murray,QB,MIN,6,55.0,22.0,105.0,22.02,,https://www.fantasypros.com/nfl/players/kyler-murray.php
fantasypros,Travis Etienne Jr.,RB,NO,8,58.0,37.0,78.0,10.6,,https://www.fantasypros.com/nfl/players/travis-etienne.php
fantasypros,Cam Skattebo,RB,NYG,8,60.0,46.0,83.0,9.63,,https://www.fantasypros.com/nfl/players/cam-skattebo.php
fantasypros,Colston Loveland,TE,CHI,10,61.0,32.0,101.0,11.44,,https://www.fantasypros.com/nfl/players/colston-loveland.php
fantasypros,Bucky Irving,RB,TB,10,61.0,35.0,78.0,10.77,,https://www.fantasypros.com/nfl/players/bucky-irving.php
fantasypros,Ladd McConkey,WR,LAC,7,62.0,41.0,81.0,8.68,,https://www.fantasypros.com/nfl/players/ladd-mcconkey.php
fantasypros,Quinshon Judkins,RB,CLE,11,62.0,37.0,84.0,10.17,,https://www.fantasypros.com/nfl/players/quinshon-judkins.php
fantasypros,Garrett Wilson,WR,NYJ,13,63.0,35.0,79.0,9.98,,https://www.fantasypros.com/nfl/players/garrett-wilson.php
fantasypros,Jaylen Waddle,WR,DEN,10,64.0,49.0,83.0,7.15,,https://www.fantasypros.com/nfl/players/jaylen-waddle.php
fantasypros,Baker Mayfield,QB,TB,10,64.0,29.0,136.0,22.18,,https://www.fantasypros.com/nfl/players/baker-mayfield.php
fantasypros,Jordan Love,QB,GB,11,65.0,29.0,123.0,25.44,,https://www.fantasypros.com/nfl/players/jordan-love.php
fantasypros,D'Andre Swift,RB,CHI,10,65.0,45.0,83.0,8.79,,https://www.fantasypros.com/nfl/players/dandre-swift.php
fantasypros,David Montgomery,RB,HOU,8,65.0,46.0,80.0,8.31,,https://www.fantasypros.com/nfl/players/david-montgomery.php
fantasypros,Davante Adams,WR,LAR,11,69.0,32.0,96.0,11.42,,https://www.fantasypros.com/nfl/players/davante-adams.php
fantasypros,DJ Moore,WR,BUF,7,70.0,54.0,111.0,10.91,,https://www.fantasypros.com/nfl/players/dj-moore-wr.php
fantasypros,Jameson Williams,WR,DET,6,70.0,52.0,91.0,10.31,,https://www.fantasypros.com/nfl/players/jameson-williams.php
fantasypros,Bhayshul Tuten,RB,JAC,7,70.0,52.0,87.0,8.59,,https://www.fantasypros.com/nfl/players/bhayshul-tuten.php
